station,date,time,prec,metp,wv2
6069,14/05/2015,13,0,13.7,null
6069,14/05/2015,14,0,13.8,null
6069,14/05/2015,15,0,13.7,null
6069,14/05/2015,16,0,13.2,null
6069,14/05/2015,17,0,12.3,null
6069,14/05/2015,18,0,11.8,null
6069,14/05/2015,19,0,10.8,null
6069,14/05/2015,20,0,9.4,null
6069,14/05/2015,21,0,8.4,null
6069,14/05/2015,22,0,7.4,null
6069,14/05/2015,23,0,6.5,null
6069,15/05/2015,0,0,5.7,null
6069,15/05/2015,1,0,4.8,null
6069,15/05/2015,2,0,4.5,null
6069,15/05/2015,3,0,3.5,null
6069,15/05/2015,4,0,3.5,null
6069,15/05/2015,5,0,4.1,null
6069,15/05/2015,6,0,4.6,null
6069,15/05/2015,7,0,6.1,null
6069,15/05/2015,8,0,8.3,null
6069,15/05/2015,9,0,11,null
6069,15/05/2015,10,0,12.9,null
6069,15/05/2015,11,0,13.9,null
6069,15/05/2015,12,0,14.4,null
6069,15/05/2015,13,0,14.7,null
6069,15/05/2015,14,0,14,null
6069,15/05/2015,15,0,13.1,null
6069,15/05/2015,16,0,12.2,null
6069,15/05/2015,17,0,11.5,null
6069,15/05/2015,18,0,10.6,null
6069,15/05/2015,19,0,8.8,null
6069,15/05/2015,20,0,7.2,null
6069,15/05/2015,21,0,7.1,null
6069,15/05/2015,22,0,7,null
6069,15/05/2015,23,0,6.7,null
6069,16/05/2015,0,0,6.3,null
6069,16/05/2015,1,0,6,null
6069,16/05/2015,2,0,6,null
6069,16/05/2015,3,0,6,null
6069,16/05/2015,4,0,5.9,null
6069,16/05/2015,5,0,6.2,null
6069,16/05/2015,6,0,6.6,null
6069,16/05/2015,7,0,6.7,null
6069,16/05/2015,8,0,7.5,null
6069,16/05/2015,9,0,8.2,null
6069,16/05/2015,10,0,9,null
6069,16/05/2015,11,0,10.1,null
6069,16/05/2015,12,0,10.7,null
6069,16/05/2015,13,0.3,10.6,null
6069,16/05/2015,14,0.5,10.3,null
6069,16/05/2015,15,0,10.4,null
6069,16/05/2015,16,0.2,9.6,null
6069,16/05/2015,17,0,9.9,null
6069,16/05/2015,18,0,9.2,null
6069,16/05/2015,19,0,8.5,null
6069,16/05/2015,20,0,7.9,null
6069,16/05/2015,21,0,7.1,null
6069,16/05/2015,22,0,6.8,null
6069,16/05/2015,23,0,6.3,null
6069,17/05/2015,0,0,6.1,null
6069,17/05/2015,1,0.6,6.2,null
6069,17/05/2015,2,0,6,null
6069,17/05/2015,3,0,5.9,null
6069,17/05/2015,4,0,6.1,null
6069,17/05/2015,5,0,6.3,null
6069,17/05/2015,6,0,6.8,null
6069,17/05/2015,7,0,7.7,null
6069,17/05/2015,8,0,8.7,null
6069,17/05/2015,9,0,9.8,null
6069,17/05/2015,10,0,10,null
6069,17/05/2015,11,0.1,9.5,null
6069,17/05/2015,12,0.2,8.5,null
6069,17/05/2015,13,0,9.1,null
6069,17/05/2015,14,0,10,null
6069,17/05/2015,15,0.3,9.1,null
6069,17/05/2015,16,0.1,9.6,null
6069,17/05/2015,17,0,9.5,null
6069,17/05/2015,18,0.4,7.9,null
6069,17/05/2015,19,0.2,7.3,null
6069,17/05/2015,20,0.7,6.4,null
6069,17/05/2015,21,0,6.3,null
6069,17/05/2015,22,0,6,null
6069,17/05/2015,23,0,5.9,null
6069,18/05/2015,0,0,5.7,null
6069,18/05/2015,1,0,5.3,null
6069,18/05/2015,2,0,5,null
6069,18/05/2015,3,0,4.9,null
6069,18/05/2015,4,0,4.7,null
6069,18/05/2015,5,0,5.1,null
6069,18/05/2015,6,0,6.6,null
6069,18/05/2015,7,0,7.7,null
6069,18/05/2015,8,0,8.8,null
6069,18/05/2015,9,0,9.9,null
6069,18/05/2015,10,0,10.7,null
6069,18/05/2015,11,0,11.2,null
6069,18/05/2015,12,0.6,10.5,null
6069,18/05/2015,13,0.4,9.4,null
6069,18/05/2015,14,0.1,9.4,null
6069,18/05/2015,15,0.1,9.1,null
6069,18/05/2015,16,0.3,8.5,null
6069,18/05/2015,17,0.9,8.2,null
6069,18/05/2015,18,0.5,7.6,null
6069,18/05/2015,19,0.4,7.4,null
6069,18/05/2015,20,1,7.3,null
6069,18/05/2015,21,1.1,7.3,null
6069,18/05/2015,22,1.2,7.8,null
6069,18/05/2015,23,0.3,8.2,null
6069,19/05/2015,0,0.2,9.1,null
6069,19/05/2015,1,0,9.1,null
6069,19/05/2015,2,0,8.5,null
6069,19/05/2015,3,0,7.9,null
6069,19/05/2015,4,0,7.6,null
6069,19/05/2015,5,0,7.5,null
6069,19/05/2015,6,0,8.2,null
6069,19/05/2015,7,0,9.1,null
6069,19/05/2015,8,0,10.1,null
6069,19/05/2015,9,0,11.3,null
6069,19/05/2015,10,0.2,10.5,null
6069,19/05/2015,11,0.2,9.4,null
6069,19/05/2015,12,0,11.4,null
6069,19/05/2015,13,0,11.4,null
6069,19/05/2015,14,0.1,10.9,null
6069,19/05/2015,15,0,11.1,null
6069,19/05/2015,16,0,9.9,null
6069,19/05/2015,17,0,10.4,null
6069,19/05/2015,18,1.9,8.9,null
6069,19/05/2015,19,0,8.5,null
6069,19/05/2015,20,0,7.8,null
6069,19/05/2015,21,0,7.3,null
6069,19/05/2015,22,0,6.5,null
6069,19/05/2015,23,0,5.9,null
6069,20/05/2015,0,0.1,6.5,null
6069,20/05/2015,1,0,6,null
6069,20/05/2015,2,0,4.8,null
6069,20/05/2015,3,0,4.3,null
6069,20/05/2015,4,0,4.1,null
6069,20/05/2015,5,0,5.1,null
6069,20/05/2015,6,0,6.2,null
6069,20/05/2015,7,0,7.7,null
6069,20/05/2015,8,0,8.9,null
6069,20/05/2015,9,0,9.5,null
6069,20/05/2015,10,0,11,null
6069,20/05/2015,11,0,12,null
6069,20/05/2015,12,1.2,9.5,null
6069,20/05/2015,13,1.9,10.2,null
6069,20/05/2015,14,1.7,10.4,null
6069,20/05/2015,15,0,10.8,null
6069,20/05/2015,16,0.2,10.7,null
6069,20/05/2015,17,0,12,null
6069,20/05/2015,18,0,12.6,null
6069,20/05/2015,19,0,11.4,null
6069,20/05/2015,20,0,8.9,null
6069,20/05/2015,21,0,7.5,null
6069,20/05/2015,22,0,6.7,null
6069,20/05/2015,23,0,6.4,null
6069,21/05/2015,0,0,5.7,null
6069,21/05/2015,1,0,4.9,null
6069,21/05/2015,2,0,5.4,null
6069,21/05/2015,3,0,5.9,null
6069,21/05/2015,4,0,6,null
6069,21/05/2015,5,0,6.3,null
6069,21/05/2015,6,0,7.1,null
6069,21/05/2015,7,0,8.2,null
6069,21/05/2015,8,0,9.9,null
6069,21/05/2015,9,0,11.2,null
6069,21/05/2015,10,0,11,null
6069,21/05/2015,11,0,11.4,null
6069,21/05/2015,12,0,11.1,null
6069,21/05/2015,13,0,11.3,null
6069,21/05/2015,14,0,11.7,null
6069,21/05/2015,15,0,12.1,null
6069,21/05/2015,16,0,11.8,null
6069,21/05/2015,17,0,11.3,null
6069,21/05/2015,18,0,11.2,null
6069,21/05/2015,19,0,10,null
6069,21/05/2015,20,0,9.5,null
6069,21/05/2015,21,0,9,null
6069,21/05/2015,22,0,8.5,null
6069,21/05/2015,23,0,7.5,null
6069,22/05/2015,0,0,7.4,null
6069,22/05/2015,1,0,7.9,null
6069,22/05/2015,2,0,8,null
6069,22/05/2015,3,0,8,null
6069,22/05/2015,4,0,8,null
6069,22/05/2015,5,0,8.3,null
6069,22/05/2015,6,0,8.9,null
6069,22/05/2015,7,0,9.9,null
6069,22/05/2015,8,0,10.9,null
6069,22/05/2015,9,0,12.2,null
6069,22/05/2015,10,0,13.4,null
6069,22/05/2015,11,0,14.5,null
6069,22/05/2015,12,0,14.8,null
6069,22/05/2015,13,0,15.1,null
6069,22/05/2015,14,0,15.3,null
6069,22/05/2015,15,0,15.3,null
6069,22/05/2015,16,0,14.6,null
6069,22/05/2015,17,0,14.3,null
6069,22/05/2015,18,0,13.3,null
6069,22/05/2015,19,0.6,12.4,null
6069,22/05/2015,20,0.7,10.7,null
6069,22/05/2015,21,0.9,8.4,null
6069,22/05/2015,22,1,7.8,null
6069,22/05/2015,23,0,7.6,null
6069,23/05/2015,0,0,7.5,null
6069,23/05/2015,1,0,6.7,null
6069,23/05/2015,2,0,6.2,null
6069,23/05/2015,3,0,6.4,null
6069,23/05/2015,4,0,6.8,null
6069,23/05/2015,5,0,7.3,null
6069,23/05/2015,6,0,7.9,null
6069,23/05/2015,7,0,8.6,null
6069,23/05/2015,8,0,9.3,null
6069,23/05/2015,9,0,9.8,null
6069,23/05/2015,10,0,10.2,null
6069,23/05/2015,11,0,10.5,null
6069,23/05/2015,12,0,11,null
6069,23/05/2015,13,0,11.4,null
6069,23/05/2015,14,0,11.3,null
6069,23/05/2015,15,0,11.6,null
6069,23/05/2015,16,0,11.1,null
6069,23/05/2015,17,0,10.4,null
6069,23/05/2015,18,0,9.6,null
6069,23/05/2015,19,0,8.8,null
6069,23/05/2015,20,0,8.2,null
6069,23/05/2015,21,0,7.9,null
6069,23/05/2015,22,0,7.6,null
6069,23/05/2015,23,0,7.2,null
6069,24/05/2015,0,0,6.8,null
6069,24/05/2015,1,0,7,null
6069,24/05/2015,2,0,6.6,null
6069,24/05/2015,3,0,6.8,null
6069,24/05/2015,4,0,7,null
6069,24/05/2015,5,0,7.2,null
6069,24/05/2015,6,0,7.7,null
6069,24/05/2015,7,0,8.2,null
6069,24/05/2015,8,0,9,null
6069,24/05/2015,9,0,10.1,null
6069,24/05/2015,10,0,11.4,null
6069,24/05/2015,11,0,12.5,null
6069,24/05/2015,12,0,13.4,null
6069,24/05/2015,13,0,14.2,null
6069,24/05/2015,14,0,14.6,null
6069,24/05/2015,15,0,13.9,null
6069,24/05/2015,16,0,13.2,null
6069,24/05/2015,17,0,12.5,null
6069,24/05/2015,18,0.1,11.2,null
6069,24/05/2015,19,0.8,9.3,null
6069,24/05/2015,20,0.9,8.7,null
6069,24/05/2015,21,0.2,8.5,null
6069,24/05/2015,22,0.1,8.6,null
6069,24/05/2015,23,0,8.8,null
6069,25/05/2015,0,0,9,null
6069,25/05/2015,1,0,8.5,null
6069,25/05/2015,2,0,8,null
6069,25/05/2015,3,0,7.9,null
6069,25/05/2015,4,0,7.3,null
6069,25/05/2015,5,0,7.4,null
6069,25/05/2015,6,0,8.4,null
6069,25/05/2015,7,0,8.8,null
6069,25/05/2015,8,0,9.5,null
6069,25/05/2015,9,0,10.5,null
6069,25/05/2015,10,0,11.5,null
6069,25/05/2015,11,0,11.8,null
6069,25/05/2015,12,0,12,null
6069,25/05/2015,13,0,12,null
6069,25/05/2015,14,0,11.8,null
6069,25/05/2015,15,0,10.4,null
6069,25/05/2015,16,0,10.1,null
6069,25/05/2015,17,0,10.3,null
6069,25/05/2015,18,0,10.4,null
6069,25/05/2015,19,0,9.4,null
6069,25/05/2015,20,0,8.8,null
6069,25/05/2015,21,0,8.3,null
6069,25/05/2015,22,0,8,null
6069,25/05/2015,23,0,7.2,null
6069,26/05/2015,0,0.1,6.8,null
6069,26/05/2015,1,0,6.3,null
6069,26/05/2015,2,0,6,null
6069,26/05/2015,3,0,6.5,null
6069,26/05/2015,4,0,6.4,null
6069,26/05/2015,5,0,6.8,null
6069,26/05/2015,6,0,8.1,null
6069,26/05/2015,7,0,9.1,null
6069,26/05/2015,8,0,9.6,null
6069,26/05/2015,9,0,10.2,null
6069,26/05/2015,10,0,10.7,null
6069,26/05/2015,11,0,10.9,null
6069,26/05/2015,12,0,11.1,null
6069,26/05/2015,13,0,11.2,null
6069,26/05/2015,14,0,11,null
6069,26/05/2015,15,0,11,null
6069,26/05/2015,16,0,10.8,null
6069,26/05/2015,17,0,10.4,null
6069,26/05/2015,18,0,10.1,null
6069,26/05/2015,19,0,9.5,null
6069,26/05/2015,20,0,8.8,null
6069,26/05/2015,21,0,8,null
6069,26/05/2015,22,0,7.5,null
6069,26/05/2015,23,0,7.3,null
6069,27/05/2015,0,0,7.7,null
6069,27/05/2015,1,0,8.6,null
6069,27/05/2015,2,0,8.5,null
6069,27/05/2015,3,0,8.2,null
6069,27/05/2015,4,0,7.8,null
6069,27/05/2015,5,0,8.2,null
6069,27/05/2015,6,0,8.9,null
6069,27/05/2015,7,0,9.7,null
6069,27/05/2015,8,0,9.9,null
6069,27/05/2015,9,0,10.5,null
6069,27/05/2015,10,0,10.8,null
6069,27/05/2015,11,0,10.5,null
6069,27/05/2015,12,0,11.1,null
6069,27/05/2015,13,0,11.8,null
6069,27/05/2015,14,0,12,null
6069,27/05/2015,15,0,11.7,null
6069,27/05/2015,16,0,11.6,null
6069,27/05/2015,17,0,11.1,null
6069,27/05/2015,18,0,10.9,null
6069,27/05/2015,19,0,10,null
6069,27/05/2015,20,0,9.1,null
6069,27/05/2015,21,0,7.7,null
6069,27/05/2015,22,0,7.1,null
6069,27/05/2015,23,0,6.4,null
6069,28/05/2015,0,0,6.1,null
6069,28/05/2015,1,0,6.6,null
6069,28/05/2015,2,0,7,null
6069,28/05/2015,3,0,7.4,null
6069,28/05/2015,4,0,7.7,null
6069,28/05/2015,5,0,8,null
6069,28/05/2015,6,0.1,8.5,null
6069,28/05/2015,7,0,9.3,null
6069,28/05/2015,8,0,10.3,null
6069,28/05/2015,9,0,11.1,null
6069,28/05/2015,10,0,12.1,null
6069,28/05/2015,11,0,13.7,null
6069,28/05/2015,12,0,13.3,null
6069,28/05/2015,13,0,11.8,null
6069,28/05/2015,14,0,11.9,null
6069,28/05/2015,15,0.1,11.8,null
6069,28/05/2015,16,0.1,10,null
6069,28/05/2015,17,0,9.5,null
6069,28/05/2015,18,0,9.4,null
6069,28/05/2015,19,0,8.7,null
6069,28/05/2015,20,0,8.1,null
6069,28/05/2015,21,0,7.4,null
6069,28/05/2015,22,0,6.7,null
6069,28/05/2015,23,0,6.2,null
6069,29/05/2015,0,0,5.5,null
6069,29/05/2015,1,0,4.9,null
6069,29/05/2015,2,0,5.1,null
6069,29/05/2015,3,0,5.6,null
6069,29/05/2015,4,0,6.2,null
6069,29/05/2015,5,0,7,null
6069,29/05/2015,6,0,8.4,null
6069,29/05/2015,7,0,9.9,null
6069,29/05/2015,8,0,10.8,null
6069,29/05/2015,9,0,9.5,null
6069,29/05/2015,10,0.2,10.6,null
6069,29/05/2015,11,0.2,11.4,null
6069,29/05/2015,12,0,12.5,null
6069,29/05/2015,13,0.8,9.4,null
6069,29/05/2015,14,0,9.7,null
6069,29/05/2015,15,0.4,9.4,null
6069,29/05/2015,16,0.3,9.2,null
6069,29/05/2015,17,0.2,9.4,null
6069,29/05/2015,18,0.1,9.1,null
6069,29/05/2015,19,1.6,8.7,null
6069,29/05/2015,20,1.6,8.3,null
6069,29/05/2015,21,0.1,8.1,null
6069,29/05/2015,22,0.9,7.9,null
6069,29/05/2015,23,1,7.8,null
6069,30/05/2015,0,2.6,7.7,null
6069,30/05/2015,1,2,8.2,null
6069,30/05/2015,2,0,8.4,null
6069,30/05/2015,3,0,8.2,null
6069,30/05/2015,4,0.7,8.1,null
6069,30/05/2015,5,0.7,7,null
6069,30/05/2015,6,0.4,6.9,null
6069,30/05/2015,7,0.3,7.5,null
6069,30/05/2015,8,0.1,8,null
6069,30/05/2015,9,0,8.9,null
6069,30/05/2015,10,0,9.7,null
6069,30/05/2015,11,0,10.5,null
6069,30/05/2015,12,0,11,null
6069,30/05/2015,13,0,10.8,null
6069,30/05/2015,14,0,10.6,null
6069,30/05/2015,15,0,10.7,null
6069,30/05/2015,16,0,10.8,null
6069,30/05/2015,17,0,10.4,null
6069,30/05/2015,18,0,10.1,null
6069,30/05/2015,19,0,9.4,null
6069,30/05/2015,20,0.9,7,null
6069,30/05/2015,21,0,6.1,null
6069,30/05/2015,22,0,6.3,null
6069,30/05/2015,23,0,6.5,null
6069,31/05/2015,0,0,6.7,null
6069,31/05/2015,1,0,6.7,null
6069,31/05/2015,2,0,6.8,null
6069,31/05/2015,3,0,6.8,null
6069,31/05/2015,4,0,7,null
6069,31/05/2015,5,0,7.2,null
6069,31/05/2015,6,0,8.1,null
6069,31/05/2015,7,0,9.4,null
6069,31/05/2015,8,0,10.6,null
6069,31/05/2015,9,0,11.6,null
6069,31/05/2015,10,0,12.5,null
6069,31/05/2015,11,0,13.6,null
6069,31/05/2015,12,0,12.7,null
6069,31/05/2015,13,0,11.7,null
6069,31/05/2015,14,0,13.1,null
6069,31/05/2015,15,0,14,null
6069,31/05/2015,16,0,13.9,null
6069,31/05/2015,17,0.9,11.8,null
6069,31/05/2015,18,0.1,10.6,null
6069,31/05/2015,19,0.5,10.5,null
6069,31/05/2015,20,1.3,11,null
6069,31/05/2015,21,0.8,11.6,null
6069,31/05/2015,22,2.5,12,null
6069,31/05/2015,23,0.5,11.6,null
6069,01/06/2015,0,0.5,10.4,null
6069,01/06/2015,1,0.1,9.3,null
6069,01/06/2015,2,0,8.8,null
6069,01/06/2015,3,0,8.3,null
6069,01/06/2015,4,0,7.8,null
6069,01/06/2015,5,0,8,null
6069,01/06/2015,6,0,8.9,null
6069,01/06/2015,7,0,9.8,null
6069,01/06/2015,8,0,10.7,null
6069,01/06/2015,9,0,11.5,null
6069,01/06/2015,10,0,12.1,null
6069,01/06/2015,11,0,12.5,null
6069,01/06/2015,12,0,12.2,null
6069,01/06/2015,13,0.4,11.1,null
6069,01/06/2015,14,0,10.9,null
6069,01/06/2015,15,0.1,10.9,null
6069,01/06/2015,16,0,12.1,null
6069,01/06/2015,17,0,11.6,null
6069,01/06/2015,18,0,11.3,null
6069,01/06/2015,19,0,10.4,null
6069,01/06/2015,20,0,9.4,null
6069,01/06/2015,21,0,8.4,null
6069,01/06/2015,22,0,7.2,null
6069,01/06/2015,23,0,6.7,null
6069,02/06/2015,0,0,6.7,null
6069,02/06/2015,1,0,7.4,null
6069,02/06/2015,2,0,7.9,null
6069,02/06/2015,3,0.2,8.4,null
6069,02/06/2015,4,0.6,8.7,null
6069,02/06/2015,5,0.3,8.7,null
6069,02/06/2015,6,0.4,9,null
6069,02/06/2015,7,0.7,9.2,null
6069,02/06/2015,8,0.3,9.7,null
6069,02/06/2015,9,0.5,10,null
6069,02/06/2015,10,0.3,10.2,null
6069,02/06/2015,11,0.1,10.6,null
6069,02/06/2015,12,0.9,11,null
6069,02/06/2015,13,0.8,11.4,null
6069,02/06/2015,14,0.4,12,null
6069,02/06/2015,15,0.6,12.3,null
6069,02/06/2015,16,1.2,12.4,null
6069,02/06/2015,17,1.6,11,null
6069,02/06/2015,18,0.6,11.3,null
6069,02/06/2015,19,0.7,11.5,null
6069,02/06/2015,20,0.5,12.1,null
6069,02/06/2015,21,0.8,12.3,null
6069,02/06/2015,22,2.6,12.3,null
6069,02/06/2015,23,0.1,11.9,null
6069,03/06/2015,0,0,11.2,null
6069,03/06/2015,1,0,10.8,null
6069,03/06/2015,2,0,10.6,null
6069,03/06/2015,3,0,10.5,null
6069,03/06/2015,4,0,10.4,null
6069,03/06/2015,5,0,10.4,null
6069,03/06/2015,6,0,10.7,null
6069,03/06/2015,7,0,10.8,null
6069,03/06/2015,8,0,11.4,null
6069,03/06/2015,9,0,12.2,null
6069,03/06/2015,10,0,12.1,null
6069,03/06/2015,11,0,12.1,null
6069,03/06/2015,12,0,12.2,null
6069,03/06/2015,13,0,12.5,null
6069,03/06/2015,14,0,11.8,null
6069,03/06/2015,15,0,11.6,null
6069,03/06/2015,16,0,11.2,null
6069,03/06/2015,17,0,11,null
6069,03/06/2015,18,0,10.5,null
6069,03/06/2015,19,0,10.1,null
6069,03/06/2015,20,0,9.3,null
6069,03/06/2015,21,0,8.6,null
6069,03/06/2015,22,0,8,null
6069,03/06/2015,23,0,7.4,null
6069,04/06/2015,0,0,7.1,null
6069,04/06/2015,1,0,6.6,null
6069,04/06/2015,2,0,6.5,null
6069,04/06/2015,3,0,6.6,null
6069,04/06/2015,4,0,6.7,null
6069,04/06/2015,5,0,7.3,null
6069,04/06/2015,6,0,8.8,null
6069,04/06/2015,7,0,10.3,null
6069,04/06/2015,8,0,11.7,null
6069,04/06/2015,9,0,13,null
6069,04/06/2015,10,0,14.1,null
6069,04/06/2015,11,0,14.7,null
6069,04/06/2015,12,0,15.2,null
6069,04/06/2015,13,0,16,null
6069,04/06/2015,14,0,15.9,null
6069,04/06/2015,15,0,16.1,null
6069,04/06/2015,16,0,16.1,null
6069,04/06/2015,17,0,15.8,null
6069,04/06/2015,18,0,15,null
6069,04/06/2015,19,0,14.3,null
6069,04/06/2015,20,0,13,null
6069,04/06/2015,21,0,11.2,null
6069,04/06/2015,22,0,9.4,null
6069,04/06/2015,23,0,7.8,null
6069,05/06/2015,0,0,7,null
6069,05/06/2015,1,0,6.6,null
6069,05/06/2015,2,0,6.3,null
6069,05/06/2015,3,0,6.4,null
6069,05/06/2015,4,0,6.7,null
6069,05/06/2015,5,0,7.7,null
6069,05/06/2015,6,0,10.1,null
6069,05/06/2015,7,0,12.1,null
6069,05/06/2015,8,0,14.3,null
6069,05/06/2015,9,0,15.8,null
6069,05/06/2015,10,0,17.4,null
6069,05/06/2015,11,0,18.5,null
6069,05/06/2015,12,0,18.8,null
6069,05/06/2015,13,0,19.3,null
6069,05/06/2015,14,0,19.4,null
6069,05/06/2015,15,0,19,null
6069,05/06/2015,16,0,18.4,null
6069,05/06/2015,17,0,17.4,null
6069,05/06/2015,18,0,17.4,null
6069,05/06/2015,19,0,17.2,null
6069,05/06/2015,20,0,16.5,null
6069,05/06/2015,21,0,15.4,null
6069,05/06/2015,22,0,14.8,null
6069,05/06/2015,23,0,14.4,null
6069,06/06/2015,0,0,14.2,null
6069,06/06/2015,1,0.1,14,null
6069,06/06/2015,2,0,13.6,null
6069,06/06/2015,3,0.4,12.9,null
6069,06/06/2015,4,0.7,12.6,null
6069,06/06/2015,5,0.1,12.6,null
6069,06/06/2015,6,0.5,13.1,null
6069,06/06/2015,7,0,14.4,null
6069,06/06/2015,8,0,16.2,null
6069,06/06/2015,9,0,15.7,null
6069,06/06/2015,10,0,16.6,null
6069,06/06/2015,11,0,16.3,null
6069,06/06/2015,12,0,15.6,null
6069,06/06/2015,13,0,16.2,null
6069,06/06/2015,14,0,16.4,null
6069,06/06/2015,15,0,16.1,null
6069,06/06/2015,16,0,15.1,null
6069,06/06/2015,17,0,14.4,null
6069,06/06/2015,18,0,13.4,null
6069,06/06/2015,19,0,12.3,null
6069,06/06/2015,20,0,11.3,null
6069,06/06/2015,21,0,10.4,null
6069,06/06/2015,22,0,10,null
6069,06/06/2015,23,0,9.4,null
6069,07/06/2015,0,0,8.9,null
6069,07/06/2015,1,0,9,null
6069,07/06/2015,2,0,8.8,null
6069,07/06/2015,3,0,8.9,null
6069,07/06/2015,4,0,9.6,null
6069,07/06/2015,5,0,10.4,null
6069,07/06/2015,6,0,11.1,null
6069,07/06/2015,7,0,11.6,null
6069,07/06/2015,8,0,11.7,null
6069,07/06/2015,9,0,12.4,null
6069,07/06/2015,10,0,12.6,null
6069,07/06/2015,11,0,12.8,null
6069,07/06/2015,12,0,13.4,null
6069,07/06/2015,13,0,13.7,null
6069,07/06/2015,14,0,13.6,null
6069,07/06/2015,15,0,13,null
6069,07/06/2015,16,0,12.6,null
6069,07/06/2015,17,0,12.3,null
6069,07/06/2015,18,0,11.9,null
6069,07/06/2015,19,0,11.3,null
6069,07/06/2015,20,0,10.3,null
6069,07/06/2015,21,0,9.9,null
6069,07/06/2015,22,0,9.4,null
6069,07/06/2015,23,0,9,null
6069,08/06/2015,0,0,8.6,null
6069,08/06/2015,1,0,8.4,null
6069,08/06/2015,2,0,8.4,null
6069,08/06/2015,3,0,8.4,null
6069,08/06/2015,4,0,7.9,null
6069,08/06/2015,5,0,7.9,null
6069,08/06/2015,6,0,8.7,null
6069,08/06/2015,7,0,8.5,null
6069,08/06/2015,8,0,9.3,null
6069,08/06/2015,9,0.1,10.1,null
6069,08/06/2015,10,0.7,11,null
6069,08/06/2015,11,0,11.5,null
6069,08/06/2015,12,0,12.6,null
6069,08/06/2015,13,0,12.4,null
6069,08/06/2015,14,0,12.8,null
6069,08/06/2015,15,0,13.4,null
6069,08/06/2015,16,0,14.5,null
6069,08/06/2015,17,0,14.7,null
6069,08/06/2015,18,0,14.4,null
6069,08/06/2015,19,0,13.5,null
6069,08/06/2015,20,0,11.8,null
6069,08/06/2015,21,0,10.6,null
6069,08/06/2015,22,0,9.4,null
6069,08/06/2015,23,0,8.3,null
6069,09/06/2015,0,0,7.5,null
6069,09/06/2015,1,0,6.6,null
6069,09/06/2015,2,0,6.5,null
6069,09/06/2015,3,0,5.8,null
6069,09/06/2015,4,0,5.4,null
6069,09/06/2015,5,0,7.3,null
6069,09/06/2015,6,0,9.9,null
6069,09/06/2015,7,0,12.1,null
6069,09/06/2015,8,0,14,null
6069,09/06/2015,9,0,15.4,null
6069,09/06/2015,10,0,16.4,null
6069,09/06/2015,11,0,17.1,null
6069,09/06/2015,12,0,17.9,null
6069,09/06/2015,13,0,18,null
6069,09/06/2015,14,0,18.3,null
6069,09/06/2015,15,0,18.8,null
6069,09/06/2015,16,0,18,null
6069,09/06/2015,17,0,17.6,null
6069,09/06/2015,18,0,16.9,null
6069,09/06/2015,19,0,16.3,null
6069,09/06/2015,20,0,15.4,null
6069,09/06/2015,21,0,13.6,null
6069,09/06/2015,22,0,12.4,null
6069,09/06/2015,23,0,10.5,null
6069,10/06/2015,0,0,9.4,null
6069,10/06/2015,1,0,8.9,null
6069,10/06/2015,2,0,8,null
6069,10/06/2015,3,0,7.4,null
6069,10/06/2015,4,0,7.5,null
6069,10/06/2015,5,0,8.2,null
6069,10/06/2015,6,0,9.6,null
6069,10/06/2015,7,0,10.7,null
6069,10/06/2015,8,0,12.3,null
6069,10/06/2015,9,0,12.5,null
6069,10/06/2015,10,0,12.7,null
6069,10/06/2015,11,0,13.5,null
6069,10/06/2015,12,0,14,null
6069,10/06/2015,13,0,14.2,null
6069,10/06/2015,14,0,14.3,null
6069,10/06/2015,15,0,14.5,null
6069,10/06/2015,16,0,14.1,null
6069,10/06/2015,17,0,13.5,null
6069,10/06/2015,18,0,12.9,null
6069,10/06/2015,19,0,12.1,null
6069,10/06/2015,20,0,11,null
6069,10/06/2015,21,0,10,null
6069,10/06/2015,22,0,9.6,null
6069,10/06/2015,23,0,9.9,null
6069,11/06/2015,0,0,10.3,null
6069,11/06/2015,1,0,10.1,null
6069,11/06/2015,2,0,10,null
6069,11/06/2015,3,0,10,null
6069,11/06/2015,4,0,9.9,null
6069,11/06/2015,5,0,10,null
6069,11/06/2015,6,0,10.7,null
6069,11/06/2015,7,0,10.9,null
6069,11/06/2015,8,0,11.9,null
6069,11/06/2015,9,0,13,null
6069,11/06/2015,10,0,14,null
6069,11/06/2015,11,0,15.4,null
6069,11/06/2015,12,0,15.8,null
6069,11/06/2015,13,0,16.7,null
6069,11/06/2015,14,0,17.4,null
6069,11/06/2015,15,0,17.4,null
6069,11/06/2015,16,0,17.2,null
6069,11/06/2015,17,0,16.6,null
6069,11/06/2015,18,0,15.9,null
6069,11/06/2015,19,0,14.8,null
6069,11/06/2015,20,0,13.3,null
6069,11/06/2015,21,0,11.2,null
6069,11/06/2015,22,0,9.9,null
6069,11/06/2015,23,0,9.2,null
6069,12/06/2015,0,0,8.8,null
6069,12/06/2015,1,0,8.3,null
6069,12/06/2015,2,0,7.7,null
6069,12/06/2015,3,0,7.5,null
6069,12/06/2015,4,0,7.8,null
6069,12/06/2015,5,0,9.2,null
6069,12/06/2015,6,0,11.2,null
6069,12/06/2015,7,0,12.9,null
6069,12/06/2015,8,0,14.6,null
6069,12/06/2015,9,0,16.2,null
6069,12/06/2015,10,0,17.6,null
6069,12/06/2015,11,0,18.4,null
6069,12/06/2015,12,0,18.9,null
6069,12/06/2015,13,0,19.8,null
